t_i        t_f        Theta_0    Theta_1    
          0 1650825695        290         30
 1650825704 1650825712        345        110
 1650825719 1650825724        290         30
 1650825776 1650825827        290         30
 1650825865 1650825873        150        260
 1650825937 1650825968        150        260
 1650825985 1650826011        345        110
 1650826026 1650826060        130        245
